,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
Albania,-14.574572006609717,-19.489281683383787,-14.305851604090508,-4.400619689247623,-1.3641322134462452,-5.186022236723658,3.8356741981800844,-3.9485872390651346,1.7258449562251785,-0.5098294814209463,0.9877989606040782,1.5515277873669373
Austria,-2.3472554262934815,0.1948541712262437,3.939669775528694,-7.910239639583928,-0.7653805132778815,0.7685761290654696,-2.8680885379273637,1.7927090262070484,-1.1647792345803636,-1.5163490134030702,0.3216550039972879,-0.5172500683777554
Tyrol,9.59654003863548,4.825246789011522,2.650417625905554,-9.916183360181144,2.6202201830507823,0.9826099905992339,-4.074925448439403,1.052490825013619,-1.7632674023047965,-2.1245514534875283,-0.16718469478886883,-0.027669275623303458
Belarus,-41.31440116100559,8.22282179408835,18.68061785435535,-5.219132876339023,-16.320518160578914,0.20239024009080325,-0.0026997982182789468,-0.495839121442559,-0.5505563558189308,0.18287630537379318,0.8540034780206143,-0.3007483490738294
Belgium,29.385203627054317,4.773015964483762,4.482869044524522,0.1529469308871283,4.110942949736455,-0.5339193691740917,-1.2630068096916804,0.09535072948416379,1.2522355771179647,0.019503590733165266,-0.02652128190657059,-0.3527332668504941
Bosnia-Herzegovina,-36.87911393376578,-30.715924905960605,19.162101265464916,21.22371669246101,9.138475924836433,0.5384362543227166,0.24023100791784102,-1.330218132086383,-1.1041792731880549,0.1391039895536732,-0.550601689859805,-0.5944702331318334
Bosniaks,-37.31484806771483,-30.675737707886352,21.409957211431777,20.263571764526333,9.25105202430692,0.6566297987247567,-1.811068032685114,-0.7859652903265382,-1.0673395197722428,0.0705117074168895,-0.11653989633462183,0.3321539658366641
Bosnian Croats,-39.7651969257643,-39.64741860473934,27.70221517740557,31.658479748049704,12.10287243112586,1.1053119409869128,-2.2462368252452345,-0.7730737905762061,1.3627827333472018,-0.4202227271365291,-0.5961746861156436,-0.31452736783883717
Bosnian Serbs,-29.32490985461593,-22.939228377836482,1.1315824176123968,6.807613747622596,3.885883131364671,-4.452342618426849,5.74745709232132,-0.3612992533624504,2.026469952435907,0.15691751320945996,-1.2995896394576196,1.1099784190457462
Bulgaria,-23.28620531731051,-17.923585021262927,-2.75661721404194,-1.9291433315631592,-1.1583592668449985,-4.990595117871172,3.7810800976884913,1.8758651260276518,0.44405796894991384,0.6722547861709907,1.1845666647347792,-0.5876893311213809
Croatia,-31.242700812508424,-18.17136702958786,16.062427984468222,7.031798251940689,1.0682763719076935,0.6371911306498466,-0.8268139185976098,-0.934293049161345,-0.46846754036027927,-0.12325744323708454,0.3107685167236087,0.07504816385598789
Czech Republic,-16.733192732049623,3.603588854833005,12.114581168252734,-11.56000096000064,-7.56614772085595,0.9402043100020078,-0.8203991599346441,1.249630385094428,0.6245434856036982,-1.4052566693544892,-0.568408053366728,-0.480985465308313
Cyprus,-17.523483322493163,-23.765403154498454,-26.999975213658082,-8.53691591082022,-1.0009815658009922,8.341880247726834,-8.852298636491144,-5.240912551209801,-0.07137599035186637,-0.2631514105267978,-0.1380703428379617,-0.004032655171249733
Denmark,0.7369649784126462,10.825296749977285,9.934002916895118,-17.129675296556407,18.062794704308878,-3.5164687677536297,-4.59498200087279,-0.867986308832478,-0.0906694500670932,-0.48777444382526586,0.5405909820011678,-0.17317376095445036
Greenland,-6.542046332807077,5.040599595214258,2.9005681607333256,-14.282092178902358,18.66292441562288,33.456450183213484,33.05322152625179,-1.1115680594654145,-0.16872948451761216,-0.19945459782975317,-0.03368168790862881,-0.11954576942948347
England,34.55056008532827,8.021147099493362,7.6976692543376775,0.46291751459742025,4.5937044703815655,-0.44518754751033296,-1.8867554946421137,-2.8452793939928647,1.2740273206294344,-0.42464555009133553,-0.35603498653915416,-0.2887641416566822
Estonia,-35.41120760317578,28.15639946810607,-1.9617565630937808,2.094370089526292,2.003287794341641,-1.6254738303048777,-0.38038277483467064,-0.4229396688794078,-1.2307777011364398,2.0913739641423645,-2.118587676921368,0.21652010134124478
Finland,-36.16709297489987,41.77564949818431,-22.244662571991096,17.365940738881484,30.987578487128225,-3.638712624847966,-3.938542435265002,-0.2547944830354725,-1.4772881631241934,0.1221639466590041,0.9730033682837727,0.2122088423948849
France,27.525149030562453,1.7530430063548659,0.7803442883137637,0.8968385262367007,2.035900015826685,0.009430522476935155,-0.7793180550449925,1.0606221602560333,0.6909393153670597,-0.13799486734299693,0.4148678415067212,-0.02642618836013555
Alsace,24.800580001262396,0.5827527172340403,-2.9624801761033592,-1.3534298845667412,1.4045673864924142,-0.04804629735475541,-0.08833980727293374,1.338333524244662,-0.00815408350167851,0.7877301244502142,-2.1488903570839875,-0.12485329739579099
Auvergne,21.822417904837877,-1.66587875465795,-5.14313783289062,-0.10320641027377286,-4.6336648385972,0.17478176867490486,0.38548193121968566,4.6760764117598965,-1.0149739149945933,2.396874698740162,-0.8365233055784012,-0.36066125565749285
Brittany,47.82104547040211,9.09895435772492,7.171358315577832,6.034286827316119,0.5862268527198148,0.8198934047194893,-1.5582873169286169,-2.297191538968813,1.9738679809016078,-0.3371122141294305,0.1991863853247715,-0.08607764263967255
Corsica,16.90818833477135,-12.75660418113523,-0.5371500138461891,11.08148663782406,0.6079254829827442,4.793541571688124,-4.581519692702748,-1.3971960216747696,-0.9330396221476405,-3.5634595599380683,-0.2851076193823547,-0.07020727420292339
Flanders-Artois,29.795762871695203,2.6135612314628593,1.624729930276497,-0.2665982216494611,4.757393170389779,-5.531375071065528,1.872456977876148,2.141304062596325,-3.033686933071493,-1.096350086808072,0.9978380965691469,-0.3415030670305481
Ile-de-France,26.143743826376237,-3.211327656320485,-5.8745356961359185,1.9586754849740422,-3.838150442543397,-7.351391636009513,6.499327991085405,0.385274926675956,0.12575990929872427,-0.5811220705695451,1.3224092413043762,-0.29371553030872466
Midi-Pyrenees,28.914052335856812,-0.5352325128945856,0.19190285487839454,4.505516283640642,-3.4008882268723117,1.5841673483040237,-1.15196889594474,-1.3122046760019441,1.0825470874485812,1.5502497418131802,1.6803775125012816,-0.5771028027583072
Normandy,43.26630498951577,5.555947814552376,6.554769768410319,7.19698075650491,0.45321669394319397,-1.3361486916699525,1.8488483253940498,-3.5946580249750966,0.17035454500838915,0.9073213638188573,0.8172831452724706,0.1929996550298314
Poitou-Saintonge,42.854799600727205,3.875250812610145,2.830176744539594,8.46718880402279,-3.5047400968037246,4.442836685897746,-2.8552575617643177,0.8381892496700858,-2.197740423372228,-1.9679907514062078,0.4985594937183256,1.4976757874231934
Provence,26.123551878586312,-1.512313416970454,-1.765603798808069,2.8658825165157116,-4.142761153396197,1.5806414403034799,1.3401127778063808,1.4660309653170591,-1.5979479627621298,-1.453324868334903,0.33936573536233927,-0.5145731497374497
Rhone-Alpes,34.223832319410285,6.042086203194013,4.863146652719845,2.2271706362279837,-0.3012768894702136,2.6082584216067235,3.5701041591783427,0.952945480578212,-0.5624927222952485,-1.2624002902143037,0.36247323306223594,-0.2697308488086312
Germany,10.754513879486401,7.605966528820781,6.217175210042603,-8.326131157486305,2.0605434423687656,-1.3052290937071924,-1.664411366810376,1.1744541278684204,0.4492513761594181,-1.0048468497871315,-0.413993746012371,-0.33406326081253424
North Germany,1.3796464874262375,10.724145433297506,8.863564218048612,-12.796900680299363,2.388473681473287,0.652050347638987,-1.7836045679400716,0.8666751599404614,3.574852544660035,-0.45073739846331123,-0.5520485609301501,-0.4031410946205982
East Germany,0.456034204527908,8.791706549893535,8.881475055887973,-12.001603245405418,-0.7065400794915722,-3.266030920069668,0.9617032564848382,2.1499420905710647,1.0112294971175941,-0.2995141380269872,-0.3496107330045315,-0.23043105109776296
West Germany,14.949888996014238,4.27934617891542,1.7976050761666313,-3.763018852020456,3.6027546635789043,-1.5922850905849528,-0.524658650052154,1.9747111597883458,2.974454751140973,-1.0001770499200218,-1.0853744805289058,-0.3459143062614425
South Germany,16.066507953549312,1.8205151848706422,2.605583342881012,-2.4988154109836107,1.3004902865141004,-0.2921669669745598,-1.3109000602908407,3.4163181530717175,-0.8744805575554264,-0.8126114099087082,-0.06998481033629725,-0.7182559355615734
Greece,-15.08170927237531,-16.464983108575087,-14.143993946475087,-7.736268711665572,-2.421734471396719,0.6132279062689739,-2.190256490744166,-1.964192821103253,0.08615985322950648,-0.002888441888329263,-1.3438740771807849,-0.4008900422829127
North Greece,-20.92436002507155,-15.304750492736598,-4.155572150283083,-5.446833885627012,-2.2495332867269755,-2.7845181090252846,0.6504938923209657,-0.7642864058618194,-0.6941320696717233,1.225938326571455,-1.112633029416989,-0.4308591458733755
Central Greece,-18.031620221657754,-17.869692592902968,-17.607527341173146,-9.870400690578919,-1.9343766080006737,-5.545118881852649,3.5298316310963282,1.3909467813300171,2.044526622363992,1.5024347279588972,-1.278042078269204,-0.572875369869495
South Greece,-10.457015688094014,-16.9740743922343,-14.578302137919346,-5.5985747622660895,-4.057048294021893,-4.80175666848025,3.421370434434127,-2.6129612888797165,0.0612960876347195,-0.003985533675716413,-2.300685084984417,0.32091537432370565
Crete,-13.887256502134518,-15.656774756337814,-18.04281241060105,-10.163821524316148,-1.6135091789445917,11.370669796429064,-11.794552183470543,-5.404647539501175,-0.27311282210546317,-1.5847795140480585,-0.1891777684873795,-0.7964850544985815
Aegean Islands,-9.967868470031469,-12.931062273110804,-16.767307335881966,-9.871869575072683,-3.1913395875864095,-0.32556394175774106,-0.4753453282354947,2.09165874084436,0.7745801810533623,1.111961910714939,-2.3639473826031865,0.3377802688813274
Hungary,-19.816557224862617,-3.2436137395249895,11.198214695465088,-5.826146315070076,-5.453805765624768,0.16037171885487167,-1.3849454742050498,0.16647613312071174,0.23655099032955212,0.9942650631283141,2.110938819296734,0.3807905896897379
Iceland,6.310392980316096,16.425738663613682,15.581467878086602,-15.608687812976514,8.463726289638737,-3.4014937420372395,-2.5083456916429583,-2.586389487607299,-0.7522531910146413,0.6073339677630717,0.5144911167102034,-0.05169814105907289
Ireland,47.97574955044497,9.40615445424477,8.09966862093672,6.718747220303049,-2.0369263550826684,-0.5780368231685616,0.443238560761838,-2.2237953033509386,2.735149849539784,-0.2868873299752952,-0.1497843692890506,-0.055078198827759106
Italy,9.95057003729325,-6.9681249303455495,-10.21152664530688,-3.604606342385504,-0.36196031824675556,2.144378089577055,-2.769768672878643,2.027899142119974,0.35319558888793223,-0.36358113599986097,0.2744196430690379,0.2917421618809908
North Italy,19.480609906405842,-1.0348299612390397,-4.813250240159988,-2.765400114785405,0.17277354648522747,0.1185375601418302,-1.2837642926330128,2.2168138601068903,0.7188143877558701,-0.6173329145037035,-0.26198775761313725,0.19672770176929255
Tuscany,22.27909783396025,-1.4682556421626762,-5.059831720700796,-0.616317090161882,-2.2244960312209434,2.7067506418968055,-2.765427958453004,2.35935715189551,-0.12493101656093453,-0.8905145928949721,0.012377731492118203,0.029270025197250638
Central Italy,7.910793384265457,-9.243486310169747,-15.108205641698865,-4.896695145550686,-1.93116237773644,7.0545953056956225,-7.096589987727679,0.3517380661846566,-0.3295179421257566,-0.45159338332398835,0.927642218827393,-0.4231093033346851
South Italy,-0.05714414667687229,-13.312419954006987,-17.722341970452174,-5.810470765011257,-0.6449683265623459,2.6971736054028708,-3.146346401698569,1.8255540684082208,-0.5386930370803164,-0.7089805851360228,1.0983253191286804,0.6859189900172451
Sicily,-1.9658343420662123,-13.571780347946866,-18.551349014118212,-7.703733709448402,-0.8855755637494684,1.821484469558023,-1.7417261639814972,-0.4813000722824764,-0.6654095609362158,-0.22685927823352703,-0.45458575333331874,-0.17352763080394662
Sardinia,-13.995599397863877,-26.75855219014161,4.3110252926273525,16.47223239098111,8.711419945919872,5.953944265605273,-5.617445743967392,6.927807581663293,0.1730553751731725,0.038710305579144455,1.2802916964954645,0.14163830246415277
Kosovo,-7.29404058413828,-20.40142913306025,-24.949549276670503,-10.159644955943836,-0.1424660039946204,-20.058120032618625,15.29613265199604,-2.7258654150738013,-0.9850266083236661,-1.510282868919116,1.6569321747523171,0.2666976889003263
Latvia,-35.092244356082986,33.63639539931751,-0.7881386611434547,6.002645735786427,-9.43225583004453,0.29911851911075704,1.027597893745124,-0.5288724826798372,0.38046398712675966,0.04542904882176613,-0.03332535752250326,-0.12444206364329169
Lithuania,-42.59460139084331,31.813254561996033,-1.9836820947789064,10.42916989507225,-5.755816620727741,0.2140588083718029,0.8387303120966283,-0.019042051779595948,0.5842306470951897,0.05127702647297294,-0.07108126290147132,-0.19749800804377493
Macedonia,-21.403462577330203,-20.430865850003304,-3.250295296020199,1.1582134160547919,0.33996503412918194,-2.782597046337459,1.8173492417563144,-0.8170462292175873,0.4269374249363141,-0.34061699125739664,0.4227968107597769,-0.032175525985966624
Malta,2.9395475594908946,-12.444231992022164,-10.037936149924313,0.22279132237886712,-0.5917588892602532,8.739655284140413,-6.551780220627511,-2.390715056200421,0.8174882260971612,4.132934437769974,1.1776910739765118,-0.25628890219097733
Moldova,-23.81065724260873,-6.961519660966427,11.924080005996494,-1.5949386055001296,-7.166235605444519,-3.273533373947124,2.4682653166736728,0.03211355267857163,1.867931657567348,2.998417193635415,1.71257107487426,-0.7889141289895896
Gagauzes,-22.025980702407438,-11.681390508372033,4.291780693132711,-0.24868959860048312,-0.9122074678105261,2.3519456249691957,-2.288987663743625,10.821217091580573,-0.2455039784344334,-0.18192051040620455,-0.6152020190184726,0.5998230522730261
Montenegro,-23.76452402500368,-25.057624839541678,-2.5049841043371925,5.661167566009569,8.396668444406286,-7.481170406026273,6.773684103821468,0.3105770902247019,0.15405565676387728,-0.9898721409053088,0.9733646125775606,0.21968268378400313
Netherlands,19.40413122798981,5.492687505424736,3.093013672423351,-4.955309596370671,9.334963665032856,0.005094616383935269,-2.887626134123213,2.3225580171414335,3.5078000065778245,0.18617814718216474,-0.30600443062302235,2.2854579768902656
Norway,-3.7195038326416126,16.479274776408737,14.199008056317927,-18.61616027982433,10.359281666986778,-3.807060932809693,-2.947899355974721,-1.3108261885780257,-0.6067598473147409,0.31435513379811475,0.5955772539452431,-0.024238205715933048
Poland,-33.400115767813034,14.52928676566665,20.218561676427196,-17.295232520056963,-21.757704961668768,-0.5014843538600315,1.1106766724179715,-0.45205316527779527,-0.35891088171604274,-0.10009531544006844,-0.009570140996863073,0.18154618938721417
Portugal,26.055499529074904,-3.1436480193519785,-6.737694747281646,1.526506262511456,-2.691467572316086,-0.682073734461128,1.4715874528016075,1.8542041121887132,0.9870876685856692,0.9891259843559826,0.17806594547718574,-0.5348002364902189
Romania,-23.66772628383246,-18.129389293198386,2.8884214220889755,1.5822153934777616,0.2681633170870256,0.5068681777131487,-1.5881099936099654,-0.8761878529279035,0.8084525939659176,-1.7768040543265586,0.613595689544483,-0.5722832052175091
Russia,-40.84360510491594,18.706590227360863,8.6365115891138,-0.15419648068061598,-13.24396341111069,1.7931599282190775,0.8528127898085311,-0.9552565753238509,-1.092895054829973,0.20934365142396127,-0.8205137031367402,-0.09156884632518558
Bashkirs,6.278043829591827,20.442920946756022,4.333104213245567,6.35875988070109,-13.775286669456596,2.095481765000579,0.6524523448049122,-2.6449852594566816,-0.25680610041522556,-0.1777865497702813,0.31236396112906417,1.390350568362115
Chuvashs,-38.32126059122154,13.770617150860213,-11.576965543882046,-0.379943319902182,-4.720313737458589,-2.1619225691565136,0.5202098305624265,-4.557426662416129,-0.2209115362584373,-0.8991636776697295,1.4530046340976461,-0.40583581983326766
Komis,-35.64528966586251,35.406926598226796,-12.51244634909752,18.3371430891589,-4.34743921172654,-1.9585069572110219,3.177977668379943,0.4521075286841172,0.3868573806536859,-0.2619575762029305,0.5346554546830257,-0.19022222764225383
Maris,-46.67624741033468,43.378539202075075,-15.063313581254704,20.91034209657343,-2.6940494988392416,0.9859078918136044,0.4123027805376545,1.3136459757607026,0.3631240698936824,-0.17086900663333893,-0.3544802098641809,-0.4119921796139252
Mordvins ,-29.19681851445569,11.79810243160077,-3.1811330607761676,-10.544164495817693,-10.565475390371818,0.5766070919636175,-1.9448920264712029,-2.972687579778722,1.2376216241889795,-3.0669304050304897,0.2434446108065556,-0.5017299245128939
Tatars,-27.61345569954193,7.965067092168852,-8.645219606811406,-6.601485363832548,-2.5252940046567653,2.8370294677881853,-1.0014510894547308,4.870067268661476,-1.6193129014688425,-0.03533988330498139,-2.851408925520184,0.6455263368934969
Udmurts,-32.46483274210828,43.70680259959563,-23.44333367188645,31.074973283820395,5.726135829888527,0.8941778018571975,0.532254450838979,0.9591107479639147,1.5098455772143664,-0.38093823245312475,-0.050530178439403994,-0.04597517133715456
Scotland,38.34843793124437,10.412032100259545,9.63209899131684,2.120980605872401,-2.256931947263829,-0.26319558618047445,-0.09389508992265029,-3.17498035126197,1.4941138068492148,0.05480333246987695,-0.40952395369875966,-0.06506960920946736
Serbia,-28.730207159960056,-20.296022087804115,6.770073830326146,5.325914837485501,6.638872406395414,-3.7464285305294296,2.2262480443054122,-1.3699117027020584,-1.296803613571719,-0.3011607353286251,-0.010543222400837722,-0.2176780573818733
Slovakia,-28.022037665897642,2.540823285072865,17.109223841681025,-6.5821712022016685,-12.42053569924072,-0.35325088431857493,0.8240782769698144,2.176559993254271,-0.7637954021048485,0.26876726459505396,0.6371933852513071,0.20628123669045584
Slovenia,-24.02870489349542,-0.9012134582691638,20.59971882536303,-5.013842541587216,-8.570094173570698,-0.6208588796387952,-0.6135628824994958,-0.8856432109665838,-0.7141018974223012,0.36740218613599107,-0.5079769887833626,0.5902582942108554
Spain,36.69145064019035,0.6265961677402982,0.8158937837228739,6.9613985303725965,-4.228378506438361,1.1394538597510855,-0.47155603660102874,-2.774434637198724,-0.5473242971356743,0.9581947928108993,-0.8596601426847448,-0.030185996869128706
Andalusia,25.773076607867697,-5.223627497382924,-0.650645206560553,7.449202998613398,-4.330324181491017,1.097125106873293,-0.4096447364284762,-3.2655327589912218,-1.1112704871681487,1.2693471679678718,-0.9006059193145771,-0.06992348969816486
Aragon,27.047191221873,-5.461000639138231,4.056073303896072,10.660664799813484,-0.8411953348325012,3.0373687500362956,-2.9387464519787456,-5.905582791776679,-0.27991101355713954,0.5770309371176587,-3.2678984209965383,0.08589888256936606
Asturias,27.78858205134004,-2.4430019192465497,-5.207261996534074,2.4569415944355577,-3.810759429159758,-1.4593479608484912,1.529349586270291,2.882273398062378,-2.5392018679081096,0.7283417201723722,-0.3464438899140779,-0.2146184092468082
Basque country,51.44359488144493,5.386450578949767,7.299619307130062,12.756313740931398,-4.95245846833553,1.2971683129944354,0.90716166167242,-3.4489566069405337,-1.338876903915431,0.15759880148982414,0.5607360986712449,0.6087540133076138
Cantabria,22.71090091544223,0.23057138086811246,0.2287428812713106,2.12764957967596,-6.357221281166694,-0.4897932182122805,1.6458576407762664,7.599500116797783,-0.998783629196383,0.9339048640912847,0.20395548527669605,-0.2613880002037017
Castile & Leon,32.323959500834974,-1.5719131352199753,-3.6638670897585697,4.335820984786523,-5.793578660975741,-4.190576537218805,4.5116467440503625,1.0599859983376458,-1.5376454290605683,0.36546287259169985,-0.23379189465592826,-0.13843480198127334
Castile-La-Mancha,35.07561763033685,1.1592781466657822,-2.2602031194729117,4.39692328976934,-4.318216528910066,4.572426620468588,-3.4781219598117494,0.8136976763781532,-1.5571629244511396,1.1060917618202484,1.178105397763247,-0.4361259125262338
Catalonia,34.910656675474925,0.2299930874043059,-0.6107193574067029,5.75238734296218,-3.369939572142863,0.41663203853415653,0.10964743607069237,-0.8727940020360462,-0.23640249669584446,-0.07076598234867904,0.44922040670241276,0.2739873742778003
Extremadura,20.29881201910419,-7.9383330190297,-8.92663512679098,1.6607416267546156,0.010952211807885637,-3.535379684921932,2.3527349663217296,-0.16354311567901703,-1.1968034380213766,0.4678321757393684,-3.2695366239084307,0.23514918963376186
Galicia,32.16945914368239,-3.538680698613692,-5.160490757230795,4.176808276949087,-1.9910131978360308,-9.48690948059726,8.324688755596679,1.1396731904491149,-0.5265503897696654,0.44196821162828825,1.0818299709689976,-0.3041883245906636
Valencia,31.05983773117792,-1.6998191221821202,-0.19368458461560545,5.5265427187228156,-2.9498738865955825,-3.945499706516966,3.521769204596039,-2.750339433697681,-0.3107102357676792,1.7082970809781028,0.45308853086373857,-0.14920544187156715
Sweden,-11.192269445531181,13.959313853770341,6.631897430301075,-17.517491434559368,22.259508474253778,-3.540717579773509,-3.1891274377394145,-1.4561478688081317,-1.465419940105586,0.390626102258845,0.882180471728051,1.093094574145524
Gotland,-14.060300244951094,18.18628486293372,9.0540893704523,-23.735047566433305,33.66044165053947,-5.053715060610053,-4.122437061906039,-1.5422043989745366,-1.4983565211207845,1.881962981056526,-0.7460569290317233,-0.521482332531453
Switzerland,20.106396605151684,3.8693958810061875,0.9829455665256549,-3.3892702664178436,7.787380617363427,-0.8286844798506571,-0.2193842956239228,5.227413190963135,3.8610915625598468,-1.4645895115490646,-0.004503299833445475,-0.3844166210617792
Turkey-Anatolia,-12.565974791566296,-10.23468322212392,-18.077933370059863,-5.965653891010277,-1.4502553032831131,10.77334257798836,-6.687446249025831,1.6353629347094072,0.39907902303990467,2.5382246774479587,3.7487021696378005,0.7826473318096252
Ukraine,-35.91343252178552,5.236902081890209,11.943995028153491,-7.39187811104735,-16.040064201669082,2.5729511850549445,-0.1022810471694704,-0.7967388070942834,-0.47372032004663556,0.13885702135992029,0.14868131203042279,1.024740533789947
Wales,42.250786767739946,8.392201988669411,6.590182701064041,3.200073348852677,3.8967949163431066,-2.3732774831400185,0.09008028305804217,-0.6658892471936306,-0.19576516029752833,0.44932988739818847,-0.404687666207435,0.27065865561158464
